Attack found in TAE: 2000,Attack found in Animation: 19410,Attack BehaviorJudge ID:  3294,Attack Required StateInfo:  0
Attack found in TAE: 2000,Attack found in Animation: 19420,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2000,Attack found in Animation: 19420,Attack BehaviorJudge ID:  3294,Attack Required StateInfo:  0
Attack found in TAE: 2002,Attack found in Animation: 19200,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2002,Attack found in Animation: 19200,Attack BehaviorJudge ID:  3286,Attack Required StateInfo:  0
Attack found in TAE: 2002,Attack found in Animation: 19200,Attack BehaviorJudge ID:  3287,Attack Required StateInfo:  0
Attack found in TAE: 2002,Attack found in Animation: 19200,Attack BehaviorJudge ID:  3294,Attack Required StateInfo:  0
Attack found in TAE: 2002,Attack found in Animation: 19210,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2002,Attack found in Animation: 19210,Attack BehaviorJudge ID:  3286,Attack Required StateInfo:  0
Attack found in TAE: 2002,Attack found in Animation: 19210,Attack BehaviorJudge ID:  3287,Attack Required StateInfo:  0
Attack found in TAE: 2002,Attack found in Animation: 19210,Attack BehaviorJudge ID:  3294,Attack Required StateInfo:  0
Attack found in TAE: 2002,Attack found in Animation: 19220,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2002,Attack found in Animation: 19220,Attack BehaviorJudge ID:  3294,Attack Required StateInfo:  0
Attack found in TAE: 2002,Attack found in Animation: 19250,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2002,Attack found in Animation: 19260,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2002,Attack found in Animation: 19270,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2002,Attack found in Animation: 19300,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2002,Attack found in Animation: 19310,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2002,Attack found in Animation: 19320,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2002,Attack found in Animation: 19410,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2002,Attack found in Animation: 19420,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2003,Attack found in Animation: 19010,Attack BehaviorJudge ID:  410,Attack Required StateInfo:  0
Attack found in TAE: 2003,Attack found in Animation: 19010,Attack BehaviorJudge ID:  1,Attack Required StateInfo:  0
Attack found in TAE: 2003,Attack found in Animation: 19200,Attack BehaviorJudge ID:  3294,Attack Required StateInfo:  0
Attack found in TAE: 2003,Attack found in Animation: 19200,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2003,Attack found in Animation: 19200,Attack BehaviorJudge ID:  3294,Attack Required StateInfo:  0
Attack found in TAE: 2003,Attack found in Animation: 19210,Attack BehaviorJudge ID:  3294,Attack Required StateInfo:  0
Attack found in TAE: 2003,Attack found in Animation: 19210,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2003,Attack found in Animation: 19210,Attack BehaviorJudge ID:  3294,Attack Required StateInfo:  0
Attack found in TAE: 2003,Attack found in Animation: 19220,Attack BehaviorJudge ID:  3294,Attack Required StateInfo:  0
Attack found in TAE: 2003,Attack found in Animation: 19220,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2003,Attack found in Animation: 19220,Attack BehaviorJudge ID:  3294,Attack Required StateInfo:  0
Attack found in TAE: 2010,Attack found in Animation: 19200,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2010,Attack found in Animation: 19200,Attack BehaviorJudge ID:  3286,Attack Required StateInfo:  0
Attack found in TAE: 2010,Attack found in Animation: 19200,Attack BehaviorJudge ID:  3287,Attack Required StateInfo:  0
Attack found in TAE: 2010,Attack found in Animation: 19200,Attack BehaviorJudge ID:  3294,Attack Required StateInfo:  0
Attack found in TAE: 2010,Attack found in Animation: 19210,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2010,Attack found in Animation: 19210,Attack BehaviorJudge ID:  3288,Attack Required StateInfo:  0
Attack found in TAE: 2010,Attack found in Animation: 19210,Attack BehaviorJudge ID:  3289,Attack Required StateInfo:  0
Attack found in TAE: 2010,Attack found in Animation: 19210,Attack BehaviorJudge ID:  3294,Attack Required StateInfo:  0
Attack found in TAE: 2010,Attack found in Animation: 19220,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2010,Attack found in Animation: 19220,Attack BehaviorJudge ID:  3294,Attack Required StateInfo:  0
Attack found in TAE: 2012,Attack found in Animation: 19200,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2012,Attack found in Animation: 19200,Attack BehaviorJudge ID:  3286,Attack Required StateInfo:  0
Attack found in TAE: 2012,Attack found in Animation: 19200,Attack BehaviorJudge ID:  3287,Attack Required StateInfo:  0
Attack found in TAE: 2012,Attack found in Animation: 19200,Attack BehaviorJudge ID:  3294,Attack Required StateInfo:  0
Attack found in TAE: 2012,Attack found in Animation: 19210,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2012,Attack found in Animation: 19210,Attack BehaviorJudge ID:  3288,Attack Required StateInfo:  0
Attack found in TAE: 2012,Attack found in Animation: 19210,Attack BehaviorJudge ID:  3289,Attack Required StateInfo:  0
Attack found in TAE: 2012,Attack found in Animation: 19210,Attack BehaviorJudge ID:  3294,Attack Required StateInfo:  0
Attack found in TAE: 2012,Attack found in Animation: 19220,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2012,Attack found in Animation: 19220,Attack BehaviorJudge ID:  3294,Attack Required StateInfo:  0
Attack found in TAE: 2013,Attack found in Animation: 19200,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2013,Attack found in Animation: 19200,Attack BehaviorJudge ID:  3286,Attack Required StateInfo:  0
Attack found in TAE: 2013,Attack found in Animation: 19200,Attack BehaviorJudge ID:  3287,Attack Required StateInfo:  0
Attack found in TAE: 2013,Attack found in Animation: 19200,Attack BehaviorJudge ID:  3294,Attack Required StateInfo:  0
Attack found in TAE: 2013,Attack found in Animation: 19210,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2013,Attack found in Animation: 19210,Attack BehaviorJudge ID:  3288,Attack Required StateInfo:  0
Attack found in TAE: 2013,Attack found in Animation: 19210,Attack BehaviorJudge ID:  3289,Attack Required StateInfo:  0
Attack found in TAE: 2013,Attack found in Animation: 19210,Attack BehaviorJudge ID:  3294,Attack Required StateInfo:  0
Attack found in TAE: 2013,Attack found in Animation: 19220,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2013,Attack found in Animation: 19220,Attack BehaviorJudge ID:  3294,Attack Required StateInfo:  0
Attack found in TAE: 2015,Attack found in Animation: 19200,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2015,Attack found in Animation: 19200,Attack BehaviorJudge ID:  3286,Attack Required StateInfo:  0
Attack found in TAE: 2015,Attack found in Animation: 19200,Attack BehaviorJudge ID:  3287,Attack Required StateInfo:  0
Attack found in TAE: 2015,Attack found in Animation: 19200,Attack BehaviorJudge ID:  3294,Attack Required StateInfo:  0
Attack found in TAE: 2015,Attack found in Animation: 19210,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2015,Attack found in Animation: 19210,Attack BehaviorJudge ID:  3288,Attack Required StateInfo:  0
Attack found in TAE: 2015,Attack found in Animation: 19210,Attack BehaviorJudge ID:  3289,Attack Required StateInfo:  0
Attack found in TAE: 2015,Attack found in Animation: 19210,Attack BehaviorJudge ID:  3294,Attack Required StateInfo:  0
Attack found in TAE: 2015,Attack found in Animation: 19220,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2015,Attack found in Animation: 19220,Attack BehaviorJudge ID:  3294,Attack Required StateInfo:  0
Attack found in TAE: 2015,Attack found in Animation: 19400,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2015,Attack found in Animation: 19400,Attack BehaviorJudge ID:  3286,Attack Required StateInfo:  0
Attack found in TAE: 2015,Attack found in Animation: 19400,Attack BehaviorJudge ID:  3287,Attack Required StateInfo:  0
Attack found in TAE: 2015,Attack found in Animation: 19400,Attack BehaviorJudge ID:  3294,Attack Required StateInfo:  0
Attack found in TAE: 2015,Attack found in Animation: 19410,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2015,Attack found in Animation: 19410,Attack BehaviorJudge ID:  3288,Attack Required StateInfo:  0
Attack found in TAE: 2015,Attack found in Animation: 19410,Attack BehaviorJudge ID:  3289,Attack Required StateInfo:  0
Attack found in TAE: 2015,Attack found in Animation: 19410,Attack BehaviorJudge ID:  3294,Attack Required StateInfo:  0
Attack found in TAE: 2015,Attack found in Animation: 19420,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2015,Attack found in Animation: 19420,Attack BehaviorJudge ID:  3294,Attack Required StateInfo:  0
Attack found in TAE: 2020,Attack found in Animation: 31910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2020,Attack found in Animation: 31920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2022,Attack found in Animation: 31910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2022,Attack found in Animation: 31920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2022,Attack found in Animation: 33910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2022,Attack found in Animation: 33920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2022,Attack found in Animation: 35910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2022,Attack found in Animation: 35920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2023,Attack found in Animation: 31910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2023,Attack found in Animation: 31920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2023,Attack found in Animation: 33910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2023,Attack found in Animation: 33920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2023,Attack found in Animation: 35910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2023,Attack found in Animation: 35920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2024,Attack found in Animation: 31900,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2024,Attack found in Animation: 31910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2024,Attack found in Animation: 31920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2024,Attack found in Animation: 33910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2024,Attack found in Animation: 33920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2024,Attack found in Animation: 35910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2024,Attack found in Animation: 35920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2025,Attack found in Animation: 31910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2025,Attack found in Animation: 31920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2025,Attack found in Animation: 33910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2025,Attack found in Animation: 33920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2025,Attack found in Animation: 35910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2025,Attack found in Animation: 35920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2026,Attack found in Animation: 31910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2026,Attack found in Animation: 31920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2026,Attack found in Animation: 33910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2026,Attack found in Animation: 33920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2026,Attack found in Animation: 35910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2026,Attack found in Animation: 35920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2027,Attack found in Animation: 35910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2028,Attack found in Animation: 31910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2028,Attack found in Animation: 31920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2028,Attack found in Animation: 33910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2028,Attack found in Animation: 33920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2028,Attack found in Animation: 35910,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2028,Attack found in Animation: 35910,Attack BehaviorJudge ID:  3286,Attack Required StateInfo:  0
Attack found in TAE: 2028,Attack found in Animation: 35910,Attack BehaviorJudge ID:  3287,Attack Required StateInfo:  0
Attack found in TAE: 2028,Attack found in Animation: 35910,Attack BehaviorJudge ID:  3294,Attack Required StateInfo:  0
Attack found in TAE: 2028,Attack found in Animation: 35920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2029,Attack found in Animation: 31910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2029,Attack found in Animation: 31920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2029,Attack found in Animation: 33910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2029,Attack found in Animation: 33920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2029,Attack found in Animation: 35910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2029,Attack found in Animation: 35920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2030,Attack found in Animation: 31910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2030,Attack found in Animation: 33910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2032,Attack found in Animation: 31910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2032,Attack found in Animation: 31920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2032,Attack found in Animation: 33910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2032,Attack found in Animation: 33920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2032,Attack found in Animation: 35910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2032,Attack found in Animation: 35920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2034,Attack found in Animation: 31910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2034,Attack found in Animation: 31920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2034,Attack found in Animation: 33910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2034,Attack found in Animation: 33920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2036,Attack found in Animation: 31910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2036,Attack found in Animation: 31920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2036,Attack found in Animation: 33910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2036,Attack found in Animation: 33920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2036,Attack found in Animation: 35910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2036,Attack found in Animation: 35920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2038,Attack found in Animation: 31910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2038,Attack found in Animation: 31920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2038,Attack found in Animation: 33910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2038,Attack found in Animation: 33920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2038,Attack found in Animation: 35910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2038,Attack found in Animation: 35920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2039,Attack found in Animation: 31910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2039,Attack found in Animation: 31920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2039,Attack found in Animation: 33910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2039,Attack found in Animation: 33920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2039,Attack found in Animation: 35910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2039,Attack found in Animation: 35920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2040,Attack found in Animation: 31910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2040,Attack found in Animation: 31920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2040,Attack found in Animation: 33910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2040,Attack found in Animation: 33920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2040,Attack found in Animation: 35910,Attack BehaviorJudge ID:  200,Attack Required StateInfo:  0
Attack found in TAE: 2040,Attack found in Animation: 35910,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2040,Attack found in Animation: 35920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2048,Attack found in Animation: 31910,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2048,Attack found in Animation: 31920,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2048,Attack found in Animation: 33910,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2048,Attack found in Animation: 33920,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2048,Attack found in Animation: 35910,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2048,Attack found in Animation: 35920,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2049,Attack found in Animation: 31910,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2049,Attack found in Animation: 31920,Attack BehaviorJudge ID:  3298,Attack Required StateInfo:  0
Attack found in TAE: 2049,Attack found in Animation: 33910,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2049,Attack found in Animation: 33920,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2049,Attack found in Animation: 35910,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
Attack found in TAE: 2049,Attack found in Animation: 35920,Attack BehaviorJudge ID:  3296,Attack Required StateInfo:  0
